name,n.male,n.female,beijing,tianjin,hebei,shanxi,neimenggu,liaoning,jilin,heilongjiang,shanghai,jiangsu,zhejiang,anhui,fujian,jiangxi,shandong,henan,hubei,hunan,guangdong,guangxi,hainan,chongqing,sichuan,guizhou,yunnan,xizang,shaanxi,gansu,qinghai,ningxia,xinjiang,others
凤莲,458,205042,2155,1072,13012,6979,10295,7050,4268,6764,1514,3443,3350,6411,3925,6502,17708,23138,9424,8595,13468,13697,456,1835,5839,2003,6076,16,13803,6370,910,3252,1737,608
淼,82609,122429,9127,3858,12574,4319,4192,25926,12468,14693,1809,13002,4452,9301,1400,3019,12759,19376,9609,9656,3947,1698,220,3765,8991,2715,2029,28,5980,1836,220,706,1132,231
光荣,151595,53035,618,571,1868,2271,2210,1158,1079,1378,1092,7014,5411,13076,3445,8470,12469,8756,16788,17143,5377,4697,661,13589,31287,16971,16321,30,6039,2092,272,1020,1012,445
兰兰,1075,203553,539,500,8257,9070,5046,2277,1160,2671,719,12499,4269,20441,4590,12682,10627,22795,19302,9597,2568,3463,243,1687,7980,11493,2857,15,10358,13734,442,1472,958,317
爱萍,2745,201855,1393,963,5147,21882,3237,2788,1031,2082,5264,25252,14989,10959,6176,11425,13910,13770,10944,6923,7769,6745,899,547,2944,1260,3536,37,7449,10401,450,1693,2074,661
向阳,183869,20174,1390,772,11049,6195,3369,4688,3107,3386,1129,11635,6053,13445,3685,4436,10934,52089,10435,18773,5303,2171,457,2356,4821,1668,1676,33,12993,3730,246,793,1178,438
小青,38525,165314,838,283,7813,9942,3314,364,207,229,838,11096,12902,6043,8859,28728,5515,15830,10044,22836,16187,10542,1620,3278,9044,4856,1689,20,5083,3258,1515,292,604,170
文清,131255,72529,2417,1821,9592,5228,6824,8148,4607,7654,1848,8447,3802,6771,8435,10125,10505,10023,11259,9400,12665,7713,1786,5388,24796,3229,9173,19,4423,3728,998,1328,1278,361
雪琴,696,203054,978,301,2562,7243,1818,1895,425,949,4541,17733,20216,8033,9592,11205,2167,11303,10509,4883,10491,4354,944,7475,17927,3733,1706,29,11416,14714,497,1732,2089,575
明秀,7574,196156,319,331,2242,1310,733,1639,1073,1418,593,6298,1271,8808,2148,5559,9336,9380,21697,8462,2884,6083,528,17643,53223,22891,9028,19,4486,1862,1142,390,702,373
怡,20138,183048,5185,3085,5433,3513,1443,5253,1215,1677,13856,19172,13254,6658,4012,8121,6408,10441,11255,8780,10014,5395,1850,11496,21173,5618,5472,61,8576,2596,230,767,1020,284
美玉,4767,198238,909,767,5623,2212,1592,5733,5596,5300,2701,11996,14338,4295,33868,7871,16204,3430,7394,23881,15802,14271,2140,1094,2698,1328,9390,4,1134,624,90,121,452,147
金连,8132,194313,282,159,3748,7149,4751,774,648,714,1260,5556,7623,4752,8527,26675,3970,5055,9147,37174,29703,22299,1787,709,4284,3306,4766,1,3806,3620,295,618,201,50
亚,83040,119254,731,456,12049,2031,1339,484,312,409,756,25758,4019,24683,418,1318,11307,23707,12520,16214,1654,584,270,12815,13465,17155,7698,1705,5149,1389,365,246,991,297
福英,5552,196701,1700,1443,5431,5654,2329,6011,2892,4494,2375,14767,9742,8632,6274,22015,16298,5894,10148,10676,9649,11833,576,6164,14970,7625,8286,6,1997,2325,874,255,706,212
素芹,202,202033,1831,2793,40733,313,6797,37237,7453,2876,142,24373,1006,19318,713,258,22346,25695,600,186,532,68,16,155,782,287,902,0,3726,217,94,213,449,230
海云,69616,132220,2030,985,15465,10491,7419,5070,3134,5282,2601,16459,5992,11455,2545,7148,14180,18917,6295,15686,8400,5909,2313,2795,6771,2204,5588,18,4768,6198,3144,1059,1217,298
志芳,33377,168425,1680,1620,16931,13423,5275,2870,2327,3924,5433,21518,8423,8894,3681,7327,9728,11878,8658,7854,10786,8530,464,4488,14265,2124,4333,14,7199,3918,488,2084,1272,393
冬冬,164295,37448,910,622,14844,9357,4025,4145,3378,6996,562,13972,7384,24589,3832,7852,14104,39065,9674,5898,3146,2782,474,1388,3024,2599,1009,7,9888,4639,205,393,679,301
玉美,7533,194198,805,618,4999,910,1507,2899,1665,2355,1554,26505,5869,17221,8262,2325,65240,12552,3658,4409,3354,6512,4162,1424,3050,4610,12991,2,766,632,133,192,428,122
志荣,128618,73078,2086,1883,11270,7790,5785,4879,3889,6472,3987,15506,8544,8462,5593,7195,11115,10578,7045,5996,19983,8513,823,2912,9548,4458,8703,9,8354,6102,350,1932,1525,418
爱琴,494,201095,1141,664,5925,12412,2636,1186,542,1440,4608,23010,25914,10692,7981,13447,7058,34924,4438,1354,5137,2105,1293,84,384,913,639,14,15771,13591,256,1578,1410,593
宇航,182246,18954,3050,1480,15216,5685,4395,10740,11299,13309,589,13424,7777,11477,5031,4456,10872,19302,8099,5541,7204,1852,174,5954,13124,4523,4067,24,9402,573,73,417,1000,305
玉婷,511,200676,1090,1140,6218,4562,2002,3793,2091,3800,3738,12121,4899,12810,6497,13651,9814,11592,9168,10017,26396,10454,1551,5707,14573,3738,4574,38,5214,4920,1274,1080,2089,576
金山,198080,2756,3013,2873,18259,4795,12559,8876,9480,12125,1721,12302,3928,10665,6511,5355,14030,23328,11809,7018,1891,2340,271,2304,5369,1742,3302,15,3863,4258,1084,2774,2382,582
桂平,47424,153200,2893,1776,18392,4786,3283,6778,4024,5228,598,19724,1666,10004,2248,8008,19240,12724,11440,12451,11329,9917,898,2645,5212,2575,2336,5,3212,1873,179,382,518,238
炜,158234,42234,4988,2149,6396,5201,3464,3354,1630,1917,10250,19836,14187,8568,10943,10610,6915,6661,13785,10610,12065,5116,865,4985,9507,4266,2779,47,10175,4649,665,1102,2353,430
文学,189616,10720,1459,958,13805,4512,6141,11010,10408,15695,377,5548,1550,8093,716,1452,10879,19798,7943,4061,2688,4076,830,6783,14353,11967,16167,18,7598,6804,713,2167,1371,384
爱国,181820,18240,2641,1693,19283,9142,3257,3870,2548,3804,2950,15853,6793,7796,3756,8969,18783,14572,19686,30989,2453,1855,274,1474,5124,1876,1911,14,3689,2878,180,537,1003,406
金芳,20520,179374,1466,2553,13884,4866,2491,3157,2915,4906,8625,21199,10019,14549,3415,4332,17937,16950,10522,3454,5079,8041,898,1753,6980,1425,3319,14,8644,10671,1103,2930,1810,447
顺,180973,18810,2561,1804,11700,4019,6348,6680,4834,6524,1969,9918,2347,15539,1906,4312,13949,17660,14011,14700,8246,5714,1305,5771,11507,9072,9838,11,2809,1899,850,1037,693,250
亚平,68165,131301,2518,821,12836,5692,3059,4463,4488,5241,2576,25782,9578,7332,2134,4766,7412,25089,11663,15722,7340,1461,2174,2680,5282,2202,2642,19,15084,7475,272,721,676,267
春明,172095,27316,3892,2622,13122,8697,4533,9084,7176,10564,2517,17038,4592,5682,4812,10849,11154,10974,7571,8102,9943,7784,713,4332,13211,2578,9369,14,3694,2486,501,534,941,330
微,24756,174185,3122,968,13220,1746,3589,22950,18118,23499,1408,6771,6485,5633,2957,10435,3650,5039,10699,14158,3897,4475,1286,3782,10764,6607,5719,23,3972,872,133,1883,853,228
权,191349,6920,1341,1351,5837,6019,4702,9232,8399,11175,1877,12626,4445,9222,3046,5186,2552,9779,11861,14752,14522,13275,1776,5730,15025,8636,7645,28,4259,2562,181,591,833,292
秀霞,213,198010,3305,3022,21637,1799,7568,10640,8382,15065,455,6109,1855,5496,9187,975,32582,23100,1799,821,19862,2319,2072,270,787,1242,184,11,6030,6629,264,3090,1276,390
长江,196505,1716,3929,2485,14204,2303,5770,12017,12619,20550,539,8761,1848,8710,3056,2671,12822,24450,9760,4904,1546,1124,215,9005,17180,6292,1687,22,6001,1793,207,356,1451,523
晓峰,177568,20516,2604,1133,12710,13912,7406,13065,8771,13558,6829,15513,10995,6704,3919,4079,12569,17147,6198,4412,8118,1998,255,2078,5021,1312,1708,34,8033,4649,634,1034,1405,281
翠花,69,197573,674,336,18822,20680,11567,2038,1048,2368,1050,15501,4630,7010,1990,3627,29620,22019,3708,4315,4468,3817,964,993,6458,1899,6892,12,4540,9045,382,4126,2266,795
红伟,150552,47019,1779,1303,19428,8142,5178,9122,6683,10400,844,7211,4311,7276,198,1609,12278,61655,7331,4577,1574,897,115,2163,3494,1537,6039,17,5201,4798,247,620,1020,524
利华,52181,144785,2178,1000,9012,2385,3583,3474,2226,3403,2614,9081,12922,9854,1327,8745,9452,9241,15952,30113,7155,4149,187,5460,31523,1856,4424,29,3413,634,101,515,692,267
淑贤,1350,195577,4132,2133,13655,3254,10229,33347,31751,39256,455,1880,637,1597,2468,557,6549,4332,1613,1056,12471,1318,203,2142,3555,465,682,6,13276,1537,242,1079,923,127
凤芝,1728,195046,4241,2788,18003,480,11615,31069,20592,34704,217,2234,1094,5998,415,304,20302,20003,3764,3689,858,1676,37,488,1229,2356,6598,6,891,272,101,236,504,227
柳,38905,157862,2230,768,11790,2531,2186,8920,5069,4576,2125,8082,1942,9769,1748,7178,4978,13784,22055,21819,8530,9347,1806,8370,17819,7410,3556,29,5598,951,122,580,803,296
玮,91104,105495,6157,4671,8709,8223,4117,5506,2795,3676,12157,19606,7401,10928,4162,9539,16554,7646,10045,7818,6425,3794,1087,3031,6278,3926,2885,42,8445,5872,927,1504,2227,446
彤,51446,144614,8662,6641,14126,6261,4367,15815,7970,8614,1612,13877,3813,8499,2333,6076,17129,10636,5068,5191,7189,2332,600,2489,7135,2266,3557,33,12822,7183,399,1862,1243,275
翠萍,154,195874,1210,729,6781,16887,5421,4767,2708,4980,3347,21910,2102,25375,2769,3100,15547,13195,8917,2537,12584,8054,612,992,5746,1260,6935,21,7230,4595,442,1840,2637,798
建林,178757,16883,1251,881,10945,10760,3150,1095,857,1619,2268,20062,15314,4029,5228,8875,7220,14012,8644,13654,6687,6847,240,3404,13504,3679,10376,36,8032,7684,656,2387,1759,485
栋,189493,6144,2705,1546,12469,13894,4452,4310,2204,2705,3463,16092,9151,6795,1937,2579,27322,17461,9222,8780,6509,3665,790,1634,3570,1458,1894,32,16380,8272,986,1634,1455,271
德荣,115440,79501,2535,2255,5311,2203,2843,7923,5043,7451,2745,13035,4440,13662,3726,3753,20213,15361,8339,4055,6967,6627,1137,7632,18033,10002,10068,22,4535,2655,357,539,1061,413
国民,189753,5073,1112,686,11667,2743,6558,7614,6554,8791,5556,17115,14254,7572,4071,6696,5807,27034,10711,11994,3377,1863,494,4327,12471,3843,4097,16,1804,3220,654,751,1251,518
丽芬,231,194595,777,651,7713,3330,2563,8041,3742,5873,1483,9188,16631,1509,16208,3706,2601,2506,5482,4309,30828,17054,1945,390,2722,2158,41756,9,584,460,61,266,239,41
明芳,21857,172938,522,406,3121,1966,809,2049,1069,1887,6477,15280,5413,13583,3494,2841,10990,11575,11970,4448,5987,6425,740,14491,38417,6844,5909,23,9625,5235,995,746,983,475
春莲,882,193423,1520,582,6492,7535,3612,5071,3962,5590,592,3387,11246,6965,6304,20738,10714,10580,14045,19398,10207,10301,1655,2342,9911,2756,5704,16,6140,3370,1422,879,1129,384
志杰,169824,23523,2369,2114,21031,9018,6228,8085,4992,7307,2242,6466,5017,5153,10370,5343,10936,18751,6824,6348,20262,6110,417,1272,3397,1226,2437,15,9287,6768,418,1162,1612,370
奎,186341,6914,1272,945,6973,2656,5223,5875,5205,8042,296,9963,1134,21573,786,1796,7171,18147,16697,4670,1686,3622,228,10660,30243,12184,6264,36,4793,3484,843,892,1217,497
长春,173514,19125,2756,1701,7963,2305,4385,11514,11130,13605,1123,14601,4077,11543,4399,6340,12879,15226,9659,13595,1797,1806,314,6728,20384,3208,2394,28,3793,1295,525,470,793,302
琳琳,9717,182645,1879,1420,11507,2851,2693,24397,7658,13631,1817,9652,4985,9159,5179,2808,29943,32149,3707,2812,5741,2671,594,2019,4717,2192,828,20,4673,1093,149,272,579,187
瑞华,60385,131886,3958,2714,17651,5138,4630,5163,2908,4452,3086,11936,3787,6810,8379,7311,22955,22048,4931,8087,16364,6191,544,2316,10157,1379,3218,15,2730,1283,199,798,1174,372
桂凤,1225,190944,3154,3085,10975,1209,3888,20278,8391,11466,2063,20931,12415,4776,4933,11860,12509,2927,6288,8826,12161,18415,2105,325,2408,1702,3389,1,874,270,107,144,220,74
凤玲,1242,190650,3684,2725,11836,1852,8966,12564,10446,18234,783,7310,1234,10454,1941,1913,19276,18709,9246,3543,12184,11448,313,2153,4089,1069,3313,13,6553,2420,171,2064,1080,358
淑敏,1565,190256,22688,14937,35157,3084,4574,14905,7129,13376,795,3043,2294,6333,5341,2525,16659,14803,2671,1226,8415,974,340,572,984,825,930,8,4345,1183,291,407,839,236
秀香,756,190927,1749,1865,15963,1594,2099,8481,7386,8890,210,3795,3150,1482,11288,3949,56338,13076,1821,3903,14081,14188,3461,502,2240,1533,3832,3,1395,3251,206,780,734,224
桂清,28217,163355,2889,1052,7785,1462,5227,29805,16053,26817,653,3639,1646,1316,3745,3544,8612,3443,6759,7356,14602,17127,527,1233,17955,376,1658,4,3585,1095,657,179,555,216
成英,7329,184061,394,333,1958,2938,863,2097,1283,2264,1297,25316,2016,19560,1128,3194,20128,6022,12481,8166,2795,3820,378,10211,27395,13880,11306,13,3292,2579,2079,1086,784,334
晓芳,4390,186856,1931,905,11306,11215,5513,5941,2531,4085,1686,13496,8293,7586,8085,7025,9210,16246,9182,7985,9193,3848,712,3792,17404,3612,6411,27,4675,4783,931,1777,1924,353
文兰,4053,186711,3026,3715,10773,4439,2691,5704,3050,4664,1871,21341,3479,17153,2381,4172,23175,15063,5589,2966,4743,4246,612,6646,7685,5354,13164,7,3611,4576,2023,2004,1432,341
雪峰,154968,35700,3182,931,12239,8584,11403,10423,10839,16264,2711,15377,5728,10949,2591,3470,9898,15596,6558,6181,3812,2058,204,4624,8000,2325,3030,56,5374,4250,412,663,2325,611
明辉,166809,23660,1501,1075,8433,1908,2665,7956,5058,7352,1472,5003,3665,7463,10760,8308,11224,21885,6585,14305,13755,6626,1532,4445,15371,6750,6442,17,4396,2218,703,397,889,310
永胜,188587,1340,1455,1422,10996,11412,14952,8115,4425,6138,627,7659,3046,10739,2565,3932,14204,19079,6567,6622,7660,5850,901,5118,9237,5125,4706,22,5645,6760,1811,1175,1504,458
红丽,1354,188379,874,755,9785,12773,4191,5698,3775,7088,577,5376,2838,7362,680,2671,10255,51251,10369,5780,3639,2968,492,1112,5758,2839,10559,17,12724,5441,149,645,1270,436
海明,178080,11450,2261,1278,14327,10762,7240,5064,4497,6137,4004,10946,11766,4379,3943,9666,9140,9298,5200,8233,20275,11258,2424,2351,5512,1560,3983,15,4760,4712,2395,1136,935,199
文生,184689,3387,3838,2604,18548,8884,5207,9197,6629,9646,544,5609,2716,7296,8618,9622,9978,21238,4146,9503,12850,6033,702,2373,6023,1968,5378,24,3561,2966,521,537,1005,311
飞飞,95149,92353,716,345,16695,13359,4881,3088,2200,3302,816,11301,8821,16260,685,5005,19607,26468,7275,4919,1309,1977,414,1156,2441,7790,1519,5,15342,8354,56,548,618,230
彦,79659,107460,3758,2125,13263,7111,5813,11791,8164,12404,4184,10103,3163,9983,1846,2925,13036,18289,5588,6383,5620,3176,598,4358,9156,4129,4428,40,6407,5016,572,1851,1422,330
国林,177288,9483,1228,920,9899,2968,6243,8806,5472,7672,2843,13227,8788,7217,4170,8801,4548,13496,8135,7633,8229,5065,501,4926,17579,7211,9228,14,2160,4905,1613,1738,1243,293
惠芳,3234,183341,1654,1216,3171,4395,1055,1588,712,1053,17589,18556,13140,3916,7633,3276,3329,5651,6109,4552,43599,15447,1773,636,5696,713,2756,9,7817,5895,398,1391,1290,266
桂霞,276,186278,3740,3305,17777,1124,15960,20851,16139,26667,227,8037,501,8381,865,1072,20702,12294,3312,1286,6119,1329,1055,296,1237,1817,139,5,3809,3553,372,3350,996,237
翠云,950,185293,1229,863,12710,4564,6400,4791,1406,3283,907,15301,3140,22708,4317,3360,26090,17782,14618,12893,8730,6340,440,1252,2589,1946,2104,6,4053,999,125,243,717,337
秋霞,382,185485,1301,748,6946,3752,1081,2284,1153,2373,1272,7065,5072,3313,7778,5053,14009,42083,6232,6116,27233,8579,2597,3199,7844,3188,2058,18,6674,2979,195,466,752,358
国清,148856,36537,1192,711,5547,2477,4903,7205,4594,7500,1867,8470,4192,4443,7926,8273,2690,7363,17778,17788,9908,5165,1065,7854,30342,4149,6931,16,1793,1613,498,574,577,240
瑞芳,10038,175335,2076,1435,18699,16040,8956,1888,1202,2085,3285,8210,2894,5157,4118,2759,19702,24763,2757,3707,24892,9243,922,1351,4083,643,2254,11,4350,5423,235,951,1052,233
长英,6189,179163,1128,967,3082,982,938,4955,2990,4596,736,22680,1774,20176,2795,15416,22746,8324,12100,7152,3196,2683,203,7518,17940,9549,6130,5,2556,763,612,189,494,218
晓辉,125223,60034,2404,1125,18004,7722,7187,12298,9766,11675,1302,4194,3572,4144,4271,5490,16389,26124,4601,7844,9860,1391,298,1895,8279,895,1665,30,7383,2632,485,768,1334,230
文辉,164512,20592,1313,834,7336,4447,2537,4102,2457,3492,1828,3879,4027,3867,12876,14744,5732,8608,5194,17471,32338,7022,1304,1973,8859,3087,5889,16,7205,8906,1192,919,1309,341
艺,64243,120784,3312,1357,4921,3972,1534,7377,2316,3061,2949,10357,4910,6401,3052,7269,12295,9501,8761,12192,13682,13919,1243,11451,17575,8641,4285,33,4388,1641,223,597,1412,400
苗,20323,164449,1392,575,11088,6814,2156,4510,2433,2302,853,8657,3935,11400,1105,6086,8170,23668,20541,12275,5134,2351,1857,3594,11966,824,1659,23,22076,4196,143,1440,1248,315
文忠,182144,2160,2393,1874,11090,6807,6071,7898,5034,8151,3901,9281,6302,6054,7211,4571,11172,9360,4700,5800,9028,6891,1704,2842,11120,6086,14371,15,4870,4989,1223,1888,1524,482
素清,2708,181354,1543,629,7526,2397,4863,32925,3520,2101,245,1957,2613,915,4310,1643,2752,5041,1447,1529,3802,2240,83,7549,83137,435,457,22,6702,394,115,134,637,399
爱红,8661,175331,1145,753,11387,11130,954,1587,751,1212,1193,17203,6697,8103,2477,11552,24311,32487,15593,7823,4633,4638,256,214,652,880,849,10,3430,9781,147,1038,805,301
爱军,133676,50249,4093,2154,24779,9763,4857,6082,2210,3112,2253,17666,3389,4206,465,4569,18533,16723,11544,20910,1800,2062,201,733,2500,1694,862,19,5383,8583,223,879,1207,471
旺,167877,15661,3007,3308,20074,7737,7705,4834,3236,2584,246,10077,1146,7612,2800,6846,5887,10994,7063,19590,9021,5463,1279,5516,7799,6882,7885,6505,3881,2229,647,1380,402,130
水英,1194,182344,113,45,1032,2823,1159,219,184,308,2595,9436,22819,5571,15127,39005,1984,5138,11222,20308,18408,10525,385,1008,4056,3665,2595,6,1950,1284,34,71,345,118
吉,101916,81547,1038,343,3393,4622,2987,4534,4709,2287,4147,10572,6722,2507,1349,2165,1397,1692,6074,5966,2707,3937,1346,4684,20819,8051,6559,51239,1380,2687,12150,732,591,98
梅芳,3138,180245,374,163,3945,3615,737,762,279,501,10305,24111,12217,5821,10392,10433,4538,5066,12042,12398,28007,14023,2192,1182,1470,875,3825,8,2375,7191,877,2456,954,249
成龙,182197,694,966,857,7946,4481,4591,7954,9918,12099,1094,14323,5504,18252,2227,4160,18083,13654,7883,4716,4230,3372,641,2456,9262,4725,5936,15,2745,5465,2845,1602,1637,360
小春,68133,114426,480,146,4448,2363,1284,439,552,610,596,9150,11344,6985,4472,28356,1754,8335,12630,32360,6028,8441,827,4546,15805,5236,4137,12,4964,4893,228,551,424,163
盼,57124,125257,1269,831,16484,5282,786,4044,2389,2301,303,10363,2822,11714,267,8301,8740,23898,26870,14205,1091,1240,191,2783,6497,4964,1311,17,18963,3414,91,574,735,292
惠英,575,181676,2511,1750,3884,1565,915,1792,947,1303,12051,25073,12866,2039,12814,4136,3307,1919,2378,4364,43214,12756,1980,786,9673,892,6872,13,3482,4161,432,595,1476,305
福,175278,6889,2775,1444,16253,8930,16786,9431,16515,24311,292,1741,1106,2716,2211,2572,4008,4910,2975,4481,9808,9276,1209,2765,5917,4774,11240,18,1285,7531,1962,2505,1503,256
珍珍,1884,179963,370,420,10313,9062,1734,793,428,1303,857,7337,9890,14031,5893,11904,11415,34763,16339,6912,3386,5398,798,809,3515,4321,1857,15,9698,6428,263,447,779,369
翠芳,466,181089,613,404,9418,8026,2856,2003,842,1695,3755,19338,1723,20033,1782,2102,18350,9409,10827,3402,13170,8350,624,742,16591,480,6324,5,10907,5452,261,963,1197,380
明霞,2178,179269,1313,968,7825,4699,2782,5271,3242,5694,1353,14026,4740,14090,6269,3911,20527,20339,10138,5845,4818,2345,921,3320,8713,6905,1307,27,5528,11556,806,1253,1090,394
丽琴,166,181165,945,590,4040,15022,4752,4570,1897,3440,3565,11404,15386,5404,27158,18728,1572,2604,6327,4329,14700,6204,1615,1081,4104,4473,7515,9,2616,4742,205,1482,681,171
彩凤,663,180452,1015,932,6315,6903,6200,6581,2925,6286,2272,10178,23833,7671,8941,5366,6431,5364,2934,7696,22085,17891,1594,570,1924,1233,3777,3,7701,4822,226,935,371,140
秀美,1747,179255,537,418,4143,858,1441,2123,1476,2215,707,14499,3572,7716,18795,1732,67687,6793,2070,2372,7113,13959,2157,824,2034,3860,10266,4,655,400,116,234,341,78
雪莲,528,180374,3132,1140,8265,3203,2912,6238,3630,6985,1307,6899,6772,7628,4974,6172,11215,9586,8671,7700,12110,9055,958,6996,19340,2512,3527,68,4708,7668,1899,1115,3584,933
闯,172356,8440,1508,699,9255,815,1854,35898,15064,9967,205,17155,760,9766,216,639,7136,40388,8187,3352,750,1045,153,2957,3775,2102,1394,8,4736,266,58,161,351,213
凤仙,1891,178843,1608,729,8792,6587,4994,1813,2749,1904,8453,9508,26071,4182,2051,5634,3951,13964,7220,6128,5341,7550,471,1957,5246,4269,34704,2,2678,937,107,451,484,197
博文,164170,16485,3809,2833,11646,4386,3636,11555,6944,11509,1548,7936,4170,11228,1856,6416,15009,21702,10543,9080,4159,1945,357,3328,7472,1669,1600,25,5792,3820,393,2070,1735,484
香兰,603,179943,883,580,10964,10507,4514,7837,7698,6415,261,3495,6615,3145,5061,20538,21286,19941,4381,12299,4564,4496,1194,1091,5087,1267,2012,11,3059,8146,3387,557,966,350
俊峰,168657,11874,1609,1288,14860,14633,10812,6756,5874,6756,969,5782,2258,9875,2006,3769,10474,39053,9172,2694,5945,1395,220,2335,4665,1459,1979,26,7907,3565,245,623,1119,408
忠华,141270,39250,798,805,3612,1821,3033,11668,7863,12063,3481,12256,8297,6652,2745,9804,11678,4293,9300,8263,2642,4730,361,5961,15734,11937,12991,15,3162,2011,456,599,1172,317
洪波,149236,31282,1943,1546,7958,1135,6213,16565,19128,32757,539,5314,3473,3437,800,3117,19774,7043,6769,7656,4188,2658,218,5402,11566,4707,3667,17,1448,315,128,251,603,183
金海,177651,2674,2150,2712,16031,3646,5472,4204,5063,7798,2866,12101,10169,8874,6132,5513,12401,16955,7601,4818,12688,7737,439,1439,4194,3240,6193,13,3449,3495,700,1420,1327,315
