name,n.male,n.female,beijing,tianjin,hebei,shanxi,neimenggu,liaoning,jilin,heilongjiang,shanghai,jiangsu,zhejiang,anhui,fujian,jiangxi,shandong,henan,hubei,hunan,guangdong,guangxi,hainan,chongqing,sichuan,guizhou,yunnan,xizang,shaanxi,gansu,qinghai,ningxia,xinjiang,others
爱平,63305,183124,1787,598,15371,25230,4495,1873,939,1575,1944,22155,9643,10625,6616,16255,18224,22932,19649,29150,7568,5439,830,1225,3923,2068,1859,14,4931,8140,110,459,558,256
婧,329,246059,7281,4208,9874,16233,10466,6393,4118,7690,4420,17572,6846,10519,6964,11619,13693,9964,12592,14145,5851,3951,1405,6535,13911,5141,5673,100,10808,9291,1578,2707,2444,550
云飞,205555,40085,2462,985,19558,12707,8684,8976,6070,7442,3615,16642,17276,18101,1956,7181,11657,29131,8562,7633,4151,5220,809,4419,9302,7368,11956,17,6206,4562,208,946,1382,456
素云,1541,243676,2417,2277,26167,3393,8865,30282,4102,2877,724,15481,10924,27692,5768,3110,18618,36224,3340,7336,7448,4161,233,2446,11111,1034,923,14,5591,658,195,292,1024,490
淑荣,1986,243226,11301,6590,24469,1912,12873,43654,39721,57169,112,2568,307,2951,829,1428,17808,3328,1570,1747,1282,651,284,2795,3156,361,341,6,2703,1579,189,484,767,277
明珍,11467,233718,635,564,3358,2655,948,3357,2118,2935,2492,15733,4216,11277,4110,2816,8073,12491,18444,6429,6959,7326,774,16913,54368,33218,13457,13,5795,1662,457,438,758,409
丽平,12909,232271,1837,761,15653,16810,5845,8945,7244,8836,1045,9489,9881,8209,13102,15920,10016,18774,12063,18980,18608,10712,1367,1758,10863,3311,8523,15,3337,2934,142,363,515,185
秋香,1515,243167,1518,602,7430,7725,1107,3671,2048,3910,597,10053,11077,4634,17640,34074,14279,21822,14100,35953,17795,8120,2707,1633,5504,2483,2490,6,6210,4029,643,278,647,266
惠,20913,223664,2299,2043,7364,4930,4315,6395,4045,4520,3116,22993,3870,13544,6511,5384,17305,9154,14822,18063,11953,13550,2677,6537,27245,6178,7918,51,7584,3691,465,2478,2819,759
海平,169443,74595,1771,602,19168,20289,7269,3452,2727,3981,3064,14776,14095,6051,3713,18222,9582,16329,9680,18585,17122,10563,2931,3348,8448,3228,4441,18,8400,8669,2043,1066,713,253
海林,214218,29496,1811,887,15312,10870,8283,7201,6398,8706,3182,20724,8390,9565,2512,12445,7105,19050,12725,15418,10703,13577,850,6060,14377,3610,4468,27,6283,7249,3009,1244,1233,440
月娥,174,242777,1088,695,9892,17250,4554,3612,1554,2530,5066,13963,17244,13473,9831,10211,10235,10481,14562,40579,22308,8018,3810,706,1514,1290,1632,5,8266,5599,199,1427,1070,287
春秀,6252,236495,1654,1329,9950,3326,1511,3196,1981,2968,483,6264,2270,6936,6265,32432,7812,6417,15457,41588,8222,15591,561,5858,32046,7355,8134,15,3736,3359,771,403,819,293
志红,80682,161601,3039,2447,24458,15299,6074,5958,3891,5597,1901,15388,5791,8937,4441,17600,11538,26265,15545,22206,10537,4583,390,2244,7484,3101,5769,27,3584,4284,427,1570,1507,401
国栋,240755,888,3759,3311,17919,12764,10599,12446,8992,13816,2114,10437,6373,8541,5044,6178,30505,19084,7533,8321,11268,3247,652,2337,6051,2786,3259,26,9379,8674,1730,2032,2007,454
会,52069,189494,1467,1262,16875,1937,3871,7136,6395,6757,166,13915,1062,15794,606,1622,19380,23253,11784,5724,1721,2080,380,10950,27188,33892,16717,18,5165,2671,79,930,617,222
淑娟,74,240028,2492,3941,18115,5809,7956,27342,18560,28237,864,8180,4103,5476,6398,5870,27196,13068,3929,4906,18008,2735,1467,1823,3905,772,1799,15,5419,6902,650,2562,1290,313
凤梅,499,239570,1806,1613,15380,5091,9636,15507,8373,11973,978,9607,3597,10232,5372,5492,19551,36455,12863,8276,10138,16159,870,2564,5658,3209,4269,16,7216,3308,387,2515,1469,489
学军,220973,18906,5794,4939,19545,6720,7017,10628,5052,7389,1415,15092,4861,10478,820,4768,21509,19062,16294,17837,3947,3375,582,3056,13356,5649,7423,31,5494,6778,714,7218,2554,583
巍,166351,73521,9950,4003,12136,4405,6277,27466,17080,22007,8018,14333,6159,7715,2576,5630,8864,14384,18958,11558,3217,2336,532,3749,11914,2553,2079,47,5225,2968,556,1238,1703,439
豪,233205,6238,699,146,4198,4260,453,1012,540,459,3473,7972,10140,11773,3590,10530,11794,39841,16448,15799,8171,5292,1388,17393,30112,13863,6490,34,10095,1476,284,388,853,308
亚军,186300,52702,3763,1631,19529,9165,7405,11295,8390,11661,1488,19185,5310,12376,361,2456,7638,26771,11173,13958,2153,895,1108,5067,11017,5145,2155,41,20557,13673,317,1277,1511,531
艳萍,806,238049,2192,1587,8606,11954,6932,14698,9854,16033,1499,6511,3403,6678,4417,15239,11297,17293,11665,13049,9858,14229,585,1252,7355,2412,16731,34,9966,6466,820,2568,3655,549
奇,208685,30112,3409,1524,8784,6390,4110,15122,7456,8626,3751,15100,7369,23054,2561,8369,13332,19989,16984,17966,4617,4267,794,3847,15323,4628,4174,44,10751,3597,248,1056,1168,372
素琴,216,238448,3079,1536,16346,10466,9690,32978,4925,3304,3492,24980,21841,12215,10455,4455,3478,29487,3827,2175,8475,1908,275,1764,6146,2147,707,17,12347,2533,364,1184,1470,598
建辉,205513,33052,2422,1384,27455,3694,2522,2864,2241,3328,1127,8512,5290,3758,16452,17079,7655,15302,5079,41086,24284,6197,581,2511,15816,2089,5423,32,7712,3776,387,643,1367,497
立军,211885,25892,6397,3892,38925,3704,11632,21120,21944,26794,717,9070,6709,6438,629,1616,19689,6333,5840,21230,1801,2480,179,869,3074,1211,1049,12,3075,3258,226,3896,1325,305
丽珍,393,237346,1193,743,5094,9178,4755,4731,2234,3972,4355,6900,15480,3334,31695,14043,3479,3556,5683,5897,58176,28706,5108,275,2287,931,10883,8,1561,2418,239,346,422,132
永珍,17881,219810,1794,1752,7103,5472,3922,7588,6199,8990,3302,18159,4050,14385,1691,1996,7821,7521,13027,4171,7244,8848,836,14643,36127,24471,14358,32,4522,4169,1266,1060,837,335
玉杰,88559,148954,2269,2184,17703,4298,10625,35119,24625,34064,237,3977,515,11491,372,875,26879,32235,4010,1507,685,2296,170,1752,4818,1430,1217,5,4781,4080,579,903,1384,428
光华,196299,41132,1241,830,2933,1838,1101,2516,1836,2104,2099,8082,4777,11340,4965,12860,10220,9782,20179,20070,9281,7257,845,17954,41561,19576,14820,28,3545,1378,229,709,1040,435
志成,234047,3141,2181,2048,12197,5879,7116,8654,6337,8965,2444,15894,8011,11366,6903,9496,11473,10467,10686,16990,24693,6824,929,3428,15677,3620,5544,23,8415,5626,662,2297,1870,473
良,222470,14640,4061,2068,12947,5244,6884,12103,6353,8157,6204,14831,9373,11405,2775,8885,16661,15841,8619,12304,10365,10189,2165,3793,22485,3041,8617,59,5622,2124,1189,573,1749,477
小云,45712,190957,846,267,8481,6353,1791,853,532,759,1135,12580,11779,13474,9858,24623,5817,13399,12211,33927,15846,8801,2084,4846,9888,6948,5441,18,12276,8593,579,1413,1001,250
雯,6357,230275,5018,3937,5156,4945,1959,4894,1983,3470,11778,27764,9291,12699,5908,12241,15769,11436,15235,13517,7659,5695,1259,4442,15945,5455,5852,53,10968,5920,911,1919,2681,656
洪英,4904,231385,1379,2952,7655,560,1923,9274,6918,10067,2212,24111,3255,11681,2408,4436,49429,7121,6147,3384,6595,2216,299,12110,37252,11730,7218,25,1369,376,781,335,730,341
晓艳,1063,235052,1442,1120,12541,9519,11506,15710,10297,15356,1840,11288,3821,11583,2632,3127,18937,17704,10030,8944,2457,3221,331,3644,18745,5006,11591,40,13777,4528,1034,1929,2137,278
侠,19207,216187,1411,871,4061,987,1030,6999,4810,6715,645,25508,2452,126769,353,1283,11398,17137,1668,2073,1255,540,295,1103,1621,907,556,16,11794,685,121,497,663,235
政,223880,11360,2920,2511,9549,7672,3551,7053,3391,3311,3539,20913,5962,16711,2695,8860,21566,16041,13883,18561,8640,9675,1949,7741,16928,6794,4292,48,4857,2654,304,1161,1199,327
香,11746,223277,689,792,8099,3474,4967,4917,4020,6076,694,17841,4564,10579,6381,7381,14260,39172,12483,15580,12540,5149,2831,4433,13038,9695,15330,41,4839,1984,740,780,1245,409
桂林,153125,81814,2504,2296,15201,6656,6097,7023,4307,5849,2921,25777,4932,12692,4791,11061,9469,10667,18283,20698,12402,8013,647,4991,13983,4890,6826,16,3667,5059,790,794,1222,414
金生,231028,3740,5351,5323,21685,7431,4697,7589,7509,11293,3448,15713,8105,6475,7755,24931,10944,22322,4841,15281,13408,9963,465,1156,3990,1662,4058,6,3029,4164,217,455,1108,394
桂玲,1521,232733,4014,3833,17763,2562,9884,19421,15830,25305,526,9820,1230,10838,1753,1793,35922,24655,5907,1783,10553,8362,964,799,1262,751,2273,15,7034,3969,580,2066,2245,542
凤芹,1153,232943,4705,3932,33656,149,11329,36437,32053,36732,396,8863,548,5965,150,92,28306,14216,2522,97,386,161,18,101,508,535,2978,3,7714,486,53,712,209,84
金娥,698,233180,1140,1263,16044,14950,4788,4416,1687,2524,3604,11700,17161,8478,4193,19823,15243,16862,24654,34818,3561,3824,515,453,842,2978,2799,4,9379,5209,113,646,610,263
永刚,232423,456,2894,2388,22698,11690,10484,12341,8081,11832,1778,9079,2569,8304,333,1773,19066,21729,6143,2662,1615,2018,377,4277,15925,9203,8722,27,16075,12197,903,2614,2449,633
秋菊,777,231412,2555,1164,14392,5276,1661,10929,3459,7107,672,5784,6923,3331,9079,4631,25629,34893,15098,17955,13252,10314,4910,4601,12298,3400,3892,15,4048,2828,283,478,955,377
伟伟,139613,92468,807,887,20578,13110,3746,2089,1163,2256,1332,25649,8773,25940,4219,6415,33589,34092,9094,4508,1797,1032,392,654,2021,3694,618,19,11397,9806,193,836,1042,333
智,205944,25420,3522,2786,8256,8127,8303,11174,3941,5233,893,10070,2663,11494,2581,8581,7774,7547,15004,23006,10575,10921,2342,7117,23095,7443,8361,49,8555,4915,2189,2082,2255,510
妹,2842,227951,116,238,1887,189,187,356,137,132,3096,5600,2428,6609,7677,2992,1067,2871,1408,14228,82734,48754,9749,456,3027,16283,17074,311,275,497,265,81,54,15
秀连,2714,227965,1013,387,13303,12111,7892,2693,2124,2331,689,5341,3875,4293,8920,9171,20724,25047,3573,14955,27670,34349,2034,540,7927,2171,4163,2,7728,3881,361,1078,251,82
永祥,226781,3727,2381,1764,9494,5483,6220,7304,6004,8881,3848,19719,10897,10970,3239,3001,11090,12525,7451,6798,11275,5194,562,7286,14614,13316,19282,17,6030,10190,2043,2164,1139,327
靖,126839,103461,5217,3440,9431,8323,6393,6521,3629,4674,3788,13812,6220,13701,5271,7608,11436,11587,13880,16571,8935,8139,1042,7728,16938,8690,8748,45,10298,4161,653,1283,1678,460
爱莲,386,229602,899,545,5056,13434,3963,1265,1004,2474,1562,6176,15466,12437,6157,12380,27360,40363,10658,26906,9437,7985,2854,239,571,778,1140,10,10445,4602,300,814,1824,884
迎春,72915,156904,3774,2367,15287,6985,6957,15721,6909,9662,1580,16185,4902,15870,1594,5048,20369,21254,12527,19804,2916,2281,258,5087,11197,1569,4618,28,5858,4981,1067,1120,1511,533
艳平,28120,201529,2817,1448,22629,13367,6023,12114,12546,13397,182,5684,752,6307,1085,10256,10361,25114,19223,30407,4382,5419,166,1754,5426,3388,5223,5,7063,1967,102,306,536,200
秀凤,1225,228359,3902,4092,16394,2284,3806,12111,6005,10333,5111,28016,14978,6781,24121,4391,19272,5846,5110,5887,20478,19799,2331,656,1533,1614,1958,3,1277,552,144,316,370,113
亚丽,1056,228296,2193,973,17216,14021,7068,9190,7839,10854,437,5467,4554,6658,3117,1507,9716,57055,8274,6712,2947,834,2009,2218,4603,3628,3508,26,17551,16055,323,1314,1605,508
明亮,222669,5974,1289,1090,12927,9213,7002,6002,4757,6698,1074,11580,5587,13977,3987,9733,17938,29228,9921,14026,7233,4682,1430,6799,13550,9658,5283,13,7844,3076,412,883,1322,429
武,222925,4989,1621,814,6477,4702,4225,5799,5679,6951,798,7522,6541,12894,7828,13259,3586,5679,18446,30694,13012,14631,4737,3781,16938,7714,7977,38,7891,4271,552,1640,1186,347
静静,5430,222089,432,628,15945,6460,3020,1107,691,1597,897,13446,7016,34207,2516,1632,36279,62061,6518,1960,2148,1928,311,325,1365,2042,371,9,14073,5825,157,932,1205,416
妮,1608,225849,805,241,3342,5212,1510,4764,602,640,1689,3626,2339,15005,1048,2681,11581,82468,10224,10588,4287,12828,1746,4054,4609,3838,3754,713,28810,2663,85,804,619,282
永军,222633,4791,1809,1447,23709,12653,14543,9072,6167,9945,1086,13115,5697,10757,531,2077,20271,30331,4656,4312,2532,4403,595,1967,7233,5331,6888,26,10914,8813,1221,2291,2220,812
巧玲,521,226619,733,688,11952,10046,5579,2152,780,1771,1199,10881,9132,7295,12939,3654,14334,48904,9245,10533,15606,6011,480,2597,6032,814,1237,19,19560,7972,363,2516,1528,588
爱香,654,226341,440,276,9333,16223,2270,846,757,2092,600,6673,19937,10763,5954,15565,43157,31169,10670,22653,3803,6204,2604,111,198,1504,649,5,5763,5571,160,648,855,296
小兵,212904,13367,1070,280,5032,8349,1820,790,504,612,474,17932,4440,10500,2120,20457,3183,13797,14330,21837,4645,2859,504,11350,41323,8718,3793,34,10114,11152,158,2426,1211,457
建强,224083,1479,2681,2949,24253,16511,5959,1582,752,1674,4228,12640,14983,4547,4266,6730,15610,16507,6055,10252,17352,7283,778,2835,11959,3220,4481,23,10710,10481,402,1501,2178,633
永梅,2379,223103,1247,1241,10777,8572,7308,7026,3921,5490,1244,19879,3912,19179,1635,3953,20892,22609,9063,4242,6906,7747,1170,7685,6575,9092,10580,24,5891,6831,5873,2429,1971,518
国祥,222514,2881,1662,1554,9335,2784,6473,7839,5253,8265,4753,24919,14831,10946,3245,5428,5568,11423,14998,14768,8097,3512,406,6212,13267,13660,14509,13,1886,5949,1029,1551,1019,241
灿,117413,106990,1178,490,11375,1518,523,1198,1072,1115,393,9252,3746,18701,2090,4596,11656,19429,23513,51441,7488,3849,844,13153,15495,8672,7816,35,1275,558,226,315,603,267
玉连,11292,212933,924,445,12616,12709,7113,3613,3284,2972,504,6967,5223,6704,5779,8479,19837,21665,6574,22928,21725,17607,3504,1378,9931,3082,4495,1,6585,6406,408,994,263,99
志文,206206,17240,1530,1251,10417,8803,6055,6827,5265,8332,2190,8977,5271,9090,6029,16778,9306,9995,10031,18022,31431,9075,1106,2452,11461,3668,6541,11,5825,4385,500,1287,1222,313
科,204563,18335,1262,344,5432,5557,4683,5331,1278,1358,809,10150,7237,4552,640,4165,8826,13513,12520,21742,9291,6805,1181,14950,45640,5642,3690,61,13246,3630,4495,2538,930,295
建文,203656,18972,1924,1376,11135,16784,4256,2157,1739,2720,1697,8882,8220,4314,8376,10792,10892,9940,8816,23652,23608,8676,784,2374,15353,3079,8816,25,10527,7139,543,1861,1714,457
文强,220647,1613,1117,1728,11177,7100,7283,7020,3824,6230,1279,5996,3854,13202,8571,12907,19731,15381,7597,6773,15214,10578,1740,4112,16829,4702,5685,24,9843,8122,1060,1342,2010,518
新民,207266,14864,2694,1444,12649,9686,3516,3453,2161,3967,2391,11045,6215,10239,3105,9342,16788,34787,8674,26467,3838,2173,404,1709,5120,1244,1600,27,21616,7049,575,1308,4735,2109
国辉,202919,19103,1714,1167,15004,2666,6811,12759,12148,14821,1787,2746,2781,5159,9800,13772,9123,14203,6447,17726,30005,7058,1123,3695,11867,5666,6203,15,1540,2202,378,510,854,272
冬,175112,46610,4841,3076,12542,4543,5776,14102,7753,10533,2277,18303,3656,13580,2202,5452,11459,15471,15127,11053,3922,4875,471,6983,19983,3959,4949,48,9597,1802,311,1028,1563,480
世英,29972,191051,1626,1749,5829,4724,2778,5545,3115,3561,1277,7753,2750,17999,2989,3810,13124,14023,16919,6529,5515,9978,982,18999,30361,12861,10085,18,6459,6208,1372,998,1366,458
正华,174210,46790,583,304,1417,1075,415,1463,884,1142,4780,29162,6962,14466,1356,8054,4639,5666,17791,21674,2008,3762,320,12225,33005,15312,24008,19,3421,2806,296,976,736,273
梦,27018,193892,3356,1898,13378,3151,1621,3314,2629,3565,1306,18403,3763,22934,674,9905,13743,26770,27734,8094,2458,3244,685,5414,15025,7933,9135,48,7806,610,133,828,1016,374
建荣,145800,74897,2356,2053,12239,14256,5088,1374,1172,2212,5709,23635,19462,4855,6702,8753,14185,12348,6471,6313,10511,8154,661,2021,6403,2799,12596,18,12952,9778,387,2110,2437,687
爱云,5461,214720,730,615,9184,7719,4081,1046,731,2754,714,12514,9122,15121,4010,5402,45617,46754,6657,26706,3056,2510,309,270,298,1214,949,13,7352,2719,182,360,1054,426
文涛,211184,8978,2190,1820,15947,4980,4083,8659,4574,8585,1433,8957,4748,12610,3872,10868,21977,26734,15757,8453,9986,3256,511,1984,6438,3229,5707,25,11514,7404,544,1403,1536,378
玉春,98251,121733,3392,3109,15113,3490,7602,20114,13079,15642,733,11434,2895,8497,7268,4217,25210,12366,5286,9008,3807,6660,2301,2887,15558,3089,6951,14,2683,4328,895,938,1362,410
立华,86607,133369,5548,3359,25372,1415,6774,18489,22084,23685,1064,10275,2885,9343,2012,3594,26055,4880,7902,24473,4106,2908,227,1564,4668,1466,1621,10,1322,999,130,1549,582,159
月华,25842,194068,2438,1659,9399,1221,2066,5265,2630,4246,8444,26850,12898,16689,10936,9707,13351,9709,7454,16782,20873,11670,855,1860,12101,1407,2314,7,1064,749,147,553,1033,356
浩然,201571,18025,4049,3589,17790,5195,7646,10044,6888,9169,1653,15688,4601,19856,1316,3287,29106,26574,6882,4661,10933,1538,236,4837,9596,3047,4453,35,2970,937,184,832,1454,386
志敏,109626,109740,3146,3727,29304,8198,8083,7589,4070,6975,2896,7057,5660,7321,7093,9217,11251,20987,10961,12140,18551,6390,620,2328,7080,6438,4468,22,3983,1874,229,517,911,280
建红,90005,129334,1893,1508,16429,22032,1730,1363,878,1276,2884,20182,14277,3522,2915,13118,9191,15445,10798,20477,5915,3616,222,3644,9017,3946,7886,21,10537,9716,489,1879,1948,585
爱荣,8106,210871,1259,902,17094,5788,2878,1334,878,2814,382,6280,1670,13071,1051,8332,48804,65440,12294,4190,1828,8589,2299,125,277,402,525,11,4990,2527,197,539,1492,715
云华,112072,106658,962,1147,4653,2090,2249,5626,4249,6252,2139,12908,8856,7786,2581,9482,9303,5364,15030,29053,2690,1702,192,9640,47338,5861,18232,23,1490,592,86,189,662,303
金明,201062,17575,2683,3693,16171,5374,3424,4268,4296,6276,3400,13005,8967,8985,7642,10955,13970,16944,11488,10007,13423,8438,460,3239,10715,4375,12059,14,4806,3663,475,2163,1541,388
利平,71610,146587,1244,368,13253,15311,15890,1535,1190,1692,1751,7990,12447,9661,1130,7178,5867,25761,12885,23301,7777,3659,266,4133,21758,2769,3318,41,11669,4036,156,652,571,256
文彬,205275,12902,1913,2000,13445,2831,4173,7361,5763,10852,3764,11001,5605,11014,12526,9567,12626,16992,5080,11820,21472,4509,1082,5787,21672,3191,4308,27,2999,2079,489,517,1291,421
亮亮,193245,24011,643,559,13850,16201,4649,4093,3155,6384,757,16359,5697,24114,3606,10554,13175,27917,8946,5533,1605,1210,334,575,2453,3044,495,12,18825,19478,139,2017,1003,316
志鹏,215166,1974,1613,1778,11768,11480,5693,7458,3614,7590,707,10724,4594,8224,11737,17707,14620,17072,9207,13305,24553,4900,718,1752,6610,1980,4370,20,3674,5110,618,1570,1555,438
玉娟,176,216961,1928,2984,13096,3183,4306,14721,8194,13084,2280,18618,10405,8962,2915,4663,25738,13418,4113,5646,19214,13863,2453,1201,4674,1551,2670,22,2644,6259,1302,1482,1264,284
光,190201,26914,5582,2604,14617,3949,8944,23609,14585,11916,1640,10878,3634,12960,3254,3514,15064,16486,8359,7828,11445,7817,1650,1542,5614,2361,9445,34,4372,1199,330,525,1145,251
美芳,2460,214578,378,208,5241,3530,1134,1291,705,1233,18412,44969,21520,6559,11764,10980,16901,5337,5735,7836,20467,17300,1546,1167,2103,848,7465,4,896,444,134,195,544,192
卫,160669,54317,2548,1163,11153,3889,2112,5159,3767,4758,5691,24169,5040,11685,1328,6069,15596,14132,15608,19608,5372,6471,1104,7115,11727,7933,6477,92,9960,1822,467,759,1735,477
正英,5735,209217,260,136,1424,874,321,497,282,545,1934,32423,2248,19563,1113,9598,5689,5661,17964,7506,1243,3266,223,12420,30637,28613,25961,20,2982,2723,736,1314,646,263
凤华,24262,190460,5119,4162,15250,677,10906,25856,18306,26238,1335,11569,2216,9661,2790,3148,18373,7303,11260,6784,5666,8272,231,1626,8139,1726,4900,5,1628,449,96,279,540,212
文珍,14050,200141,1705,2269,6161,5378,2442,5129,3250,4710,3061,12566,6702,12927,6096,4975,7300,8330,12837,5371,12805,7456,1036,9966,28793,18070,16291,11,3717,2696,631,869,903,307
志远,207200,6041,3057,2712,19518,6079,6797,9552,6637,9284,1435,12545,5546,13380,4843,6834,22398,24362,6498,9129,11845,3903,556,2001,7893,2792,3168,23,3994,2742,379,992,1852,495
秀萍,453,212518,3222,3807,11183,15458,5794,10245,5033,9696,2739,17631,5545,9021,9003,3937,14508,10302,4616,2183,13132,11104,1088,863,5858,1904,6327,32,6021,11065,1636,4502,4768,851
文芳,24199,188509,2052,2188,11398,6631,2211,3968,2839,4637,3731,11089,2439,18189,5748,6221,15781,15363,11838,6693,13514,8613,1076,7199,21294,4576,6485,19,6714,6011,1547,1060,1168,431
晓娟,166,212199,2032,1084,15640,13857,9624,7766,7384,9971,658,12210,5412,10859,5252,3759,12228,19644,5034,4968,8335,2488,573,3795,11114,2296,5213,44,13394,9551,1401,4135,2524,350
川,190678,21415,3649,1593,12733,2882,886,5591,1249,1501,1400,8483,3289,6206,1930,5130,9399,11213,11145,4687,3852,3788,1752,29392,61722,6258,4365,100,4354,926,148,927,1234,503
建芳,35256,176547,947,953,16409,15106,3591,655,530,955,8142,31230,16828,5371,5647,5923,11887,15560,6291,7015,8702,6330,341,3124,14210,1416,6559,12,8168,6467,638,1152,1221,423
三妹,2502,209197,36,22,518,145,14,27,10,22,4883,9430,8449,4506,12670,21836,227,301,2786,30861,52013,21416,2670,753,2121,20820,14182,2,113,626,126,22,58,34
素芬,186,211086,2820,2094,35969,3027,5728,33395,3633,1831,836,5078,13160,3610,5504,2523,7461,10498,3171,4361,10223,4381,341,5950,32323,4685,4888,18,2413,437,160,190,709,333
永芳,28632,182638,946,902,7303,4910,1779,3586,2873,4485,6164,19933,5775,16835,2263,3028,15010,11280,8680,4044,6623,8824,988,13394,29698,7101,7597,22,4874,6359,3101,1438,1183,426
金霞,1614,209525,3004,3904,23016,3564,7628,7314,7273,12974,476,12156,2025,15800,3025,5342,18289,26527,9497,6043,8910,2905,1123,770,1887,2578,641,15,4686,12840,587,4663,1484,427
树林,196325,14624,2791,4287,22583,5953,11684,14565,11220,17549,669,9418,2122,7544,2653,5468,8570,9346,6528,10244,4774,3756,185,7286,17327,4360,10810,13,4533,2623,280,625,877,306
梅花,361,210408,181,100,3830,5692,4720,892,2346,1432,1003,8642,10110,10543,12746,29669,7936,26824,6311,15245,11306,7985,4515,749,1126,4188,7983,14,2802,11031,3003,6145,1973,533
晓敏,24052,186675,1033,518,16716,12698,9247,6378,6159,8149,3904,10997,10464,7970,6198,4602,14562,13915,6945,3584,34364,4333,887,3147,7664,3522,2883,29,5462,1931,404,604,1183,275
彩英,529,210153,574,377,7530,5499,2698,2251,556,1250,7583,25830,30847,10174,6468,6444,5544,8356,2292,4857,25866,23924,1860,569,1983,1718,6681,4,8280,8750,456,938,645,270
扬,142492,67624,6315,4260,13499,4537,5030,14048,6766,8200,3372,17599,6099,12484,2929,6128,14175,12706,10044,9642,8171,3340,1178,5874,13071,4642,4312,61,5324,2922,355,1446,1310,277
英杰,153229,56759,4072,2823,27641,8846,6476,20573,10458,14117,2427,6137,4673,4656,3064,3342,20671,21634,5016,6783,9289,3937,555,2981,6710,1610,1103,19,5146,2114,390,911,1460,354
秋英,817,208852,1608,574,7898,5478,631,1979,1029,2083,3396,8439,12149,1986,16743,30485,15525,18906,8420,29050,16560,12558,2544,711,3090,1493,757,11,3238,1445,153,101,435,194
彩红,2525,206676,697,548,12381,13098,3781,3592,1584,3503,2107,14533,7242,9719,3312,5644,9696,32355,8744,10901,22378,8896,567,742,3086,1452,1481,7,8418,15076,489,2732,738,247
文平,141505,67515,1835,1677,17620,14437,4216,4842,3068,4470,951,8256,3272,9963,4878,9827,15530,16218,10940,10892,4601,3441,1024,7736,15964,7325,8543,18,7912,6397,655,1231,947,334
冲,179143,29835,2543,974,18696,3866,1203,9449,4928,3280,1543,16645,3372,9973,973,5507,17357,25912,22057,6695,4814,3284,1141,6316,12956,7711,5677,212,9493,687,155,508,746,305
爱梅,345,208496,517,334,7257,11654,2256,1014,763,1747,519,18651,5535,11553,7520,9378,25284,51708,11772,11748,3947,7036,5083,158,658,880,1666,12,4665,4683,193,482,1446,634
美娟,103,208627,882,1172,8036,4242,1786,5346,1396,3283,13801,28641,37058,6086,7909,10390,12829,4002,2689,6538,25206,12500,1144,924,1537,900,1457,7,6011,1749,183,300,576,150
容,9728,198928,486,197,671,961,604,518,233,306,741,2984,1401,1799,4208,3626,1093,914,19870,17874,16879,8702,1880,26366,75931,12198,4063,94,1718,682,145,447,794,306
爱花,233,207807,271,128,12034,18226,4465,394,1337,1119,896,4366,20962,4510,8252,12779,28340,36452,3236,9173,3970,8940,6854,57,180,1165,1172,4,5589,11082,179,715,874,319
永兰,3432,204549,1815,1858,6037,2298,2340,5679,3879,5786,1340,25955,1903,20568,1858,3308,21945,14308,8381,3182,4834,6419,823,12819,14045,9924,9800,14,3797,6209,4327,1472,1023,417
春丽,1454,206206,1513,1090,7767,5110,5131,9171,7526,14623,973,4929,3792,6625,2471,2364,14118,37855,7273,5274,11774,16021,2968,2300,6632,3328,17714,18,5463,1772,161,465,1278,482
俊华,94889,112664,3304,3828,17387,4363,3567,7983,4310,6330,2057,10031,2636,8477,2672,6023,19739,22859,8991,5179,13024,4309,514,2885,33771,2133,3422,28,3597,1810,193,447,1222,460
源,153215,54298,3835,2009,6552,6377,5012,8401,5682,5482,2605,12908,4188,7498,3563,4836,13689,18968,10237,12000,8924,11149,1347,8438,16189,5198,7765,73,6961,3748,571,1286,1680,342
秀娥,169,207220,1586,1262,21398,12416,4860,8491,2321,3845,3397,6004,6986,5657,8023,2100,33716,27695,5012,9282,10191,8725,1427,503,1901,1557,781,5,13427,2939,199,460,908,315
青青,16537,190757,474,423,9312,7668,1490,600,367,510,1296,15304,17697,15912,5371,10892,11970,21502,12391,9534,3477,3662,813,6155,12154,16459,4046,17,9772,5815,754,568,657,232
淑玲,246,206747,10953,4323,17836,4326,7070,15551,15918,26084,241,5559,1387,8091,5859,3110,23461,9942,1468,2295,15247,1844,1088,431,798,234,353,10,12981,5338,379,2783,1646,387
洋洋,119064,87205,822,771,14292,4920,3847,6971,7154,13367,197,11595,3720,20901,1301,4455,17297,46796,7319,2958,1406,1021,192,1297,3876,4224,966,8,11925,7132,65,1022,830,344
春凤,4810,200952,3211,2255,8504,1515,2564,11860,7507,13264,1737,18660,12381,6679,6452,14383,11193,11255,7449,12260,11506,18487,1342,1871,7937,3434,4982,10,2555,411,70,91,328,162
晴,14930,190814,3971,4497,16008,1632,1478,7627,3065,3582,3113,18269,4170,25161,3259,7954,19882,24116,8195,17051,6695,4538,447,2485,8112,1670,1993,17,3894,1001,157,301,680,211
秀琼,639,205095,85,55,677,228,190,105,34,79,207,666,548,855,8456,380,376,512,2520,1185,32078,21946,3396,8847,100464,4097,16036,36,253,123,72,35,723,471
